240;18;3;17;4;16;9;9;9;9;9;1;0;1;0;0;54.83036796859208;0;(1,3);(2,1);(3,5);(4,1);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,1);(13,2);(14,5);(15,1);(16,1);(17,1);(18,2);(19,1);(20,4);(21,4);(22,1);(23,2);(24,1);(25,2);(26,2);(27,1);(28,1);(29,4);(30,1);(31,2);(32,1);(33,5);(34,2);(35,1);(36,1);(37,3);(38,2);(39,3);(40,1);
250;16;4;16;4;15;11;8;10;9;10;1;0;1;0;0;57.144601620489155;0;(1,3);(2,1);(3,5);(4,1);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,1);(13,2);(14,5);(15,1);(16,1);(17,1);(18,2);(19,1);(20,4);(21,4);(22,2);(23,2);(24,1);(25,2);(26,2);(27,1);(28,1);(29,4);(30,1);(31,2);(32,1);(33,5);(34,2);(35,1);(36,1);(37,3);(38,2);(39,3);(40,1);
260;16;3;16;3;14;10;10;11;9;11;1;0;1;0;0;59.24304178668744;0;(1,3);(2,1);(3,5);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,1);(13,2);(14,5);(15,1);(16,1);(17,1);(18,2);(19,1);(20,4);(21,4);(22,2);(23,2);(24,1);(25,2);(26,2);(27,1);(28,1);(29,4);(30,1);(31,2);(32,1);(33,5);(34,2);(35,1);(36,1);(37,3);(38,2);(39,3);(40,1);
270;15;3;15;2;13;10;11;12;10;12;1;0;1;0;0;61.31161847171149;0;(1,3);(2,2);(3,5);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,1);(13,2);(14,5);(15,1);(16,1);(17,1);(18,2);(19,1);(20,4);(21,4);(22,2);(23,2);(24,1);(25,2);(26,2);(27,1);(28,1);(29,4);(30,1);(31,2);(32,1);(33,5);(34,2);(35,1);(36,1);(37,3);(38,2);(39,3);(40,1);
280;14;2;14;2;12;14;9;13;10;13;1;0;1;0;0;63.812823926932204;0;(1,3);(2,2);(3,5);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,1);(13,2);(14,5);(15,2);(16,1);(17,1);(18,2);(19,1);(20,4);(21,4);(22,2);(23,2);(24,2);(25,2);(26,2);(27,1);(28,1);(29,4);(30,1);(31,2);(32,1);(33,5);(34,2);(35,1);(36,1);(37,3);(38,2);(39,3);(40,1);
290;12;3;12;3;10;15;9;15;9;15;1;0;1;0;0;66.05296463488007;0;(1,3);(2,2);(3,5);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,1);(13,2);(14,5);(15,2);(16,1);(17,1);(18,2);(19,1);(20,4);(21,4);(22,2);(23,2);(24,2);(25,2);(26,2);(27,1);(28,2);(29,4);(30,1);(31,2);(32,1);(33,5);(34,2);(35,1);(36,1);(37,3);(38,2);(39,3);(40,1);
300;12;2;12;2;10;14;11;15;10;15;1;0;1;0;0;68.79715031551599;0;(1,3);(2,2);(3,5);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,1);(13,2);(14,5);(15,2);(16,2);(17,1);(18,2);(19,1);(20,4);(21,4);(22,2);(23,2);(24,2);(25,2);(26,2);(27,1);(28,2);(29,4);(30,1);(31,2);(32,1);(33,5);(34,2);(35,1);(36,1);(37,3);(38,2);(39,3);(40,1);
310;12;2;12;2;10;14;11;14;11;15;1;0;1;0;0;71.45087680208718;0;(1,3);(2,2);(3,5);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,1);(13,2);(14,5);(15,2);(16,2);(17,1);(18,2);(19,1);(20,4);(21,4);(22,2);(23,2);(24,2);(25,2);(26,2);(27,1);(28,2);(29,4);(30,1);(31,2);(32,1);(33,5);(34,2);(35,1);(36,1);(37,3);(38,2);(39,3);(40,1);
320;10;3;10;3;8;18;8;18;8;17;1;0;1;0;0;74.06881493458512;0;(1,3);(2,2);(3,5);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,1);(13,2);(14,5);(15,2);(16,2);(17,1);(18,2);(19,1);(20,4);(21,4);(22,2);(23,2);(24,2);(25,2);(26,2);(27,1);(28,2);(29,4);(30,1);(31,2);(32,2);(33,5);(34,2);(35,1);(36,1);(37,3);(38,2);(39,3);(40,1);
330;10;3;10;3;8;18;8;18;8;17;1;0;1;0;0;76.39968866812997;0;(1,3);(2,2);(3,5);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,1);(13,2);(14,5);(15,2);(16,2);(17,1);(18,2);(19,1);(20,4);(21,4);(22,2);(23,2);(24,2);(25,2);(26,2);(27,1);(28,2);(29,4);(30,1);(31,2);(32,2);(33,5);(34,2);(35,1);(36,1);(37,3);(38,2);(39,3);(40,1);
340;10;3;10;3;7;19;7;18;8;18;1;0;1;0;0;78.45535761363845;0;(1,3);(2,2);(3,5);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,1);(13,2);(14,5);(15,2);(16,2);(17,1);(18,2);(19,1);(20,4);(21,4);(22,2);(23,2);(24,2);(25,2);(26,2);(27,1);(28,2);(29,4);(30,1);(31,2);(32,2);(33,5);(34,2);(35,1);(36,1);(37,3);(38,2);(39,3);(40,1);
350;9;2;9;2;7;17;11;18;10;18;1;0;1;0;0;80.804667299718;0;(1,3);(2,2);(3,5);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,1);(13,2);(14,5);(15,2);(16,2);(17,1);(18,2);(19,1);(20,4);(21,4);(22,2);(23,3);(24,2);(25,2);(26,2);(27,2);(28,2);(29,4);(30,1);(31,2);(32,2);(33,5);(34,2);(35,1);(36,1);(37,3);(38,2);(39,3);(40,1);
360;9;2;9;2;7;16;12;18;10;18;1;0;1;0;0;83.1980859765928;0;(1,3);(2,2);(3,5);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,1);(13,2);(14,5);(15,2);(16,2);(17,1);(18,2);(19,1);(20,4);(21,4);(22,2);(23,3);(24,2);(25,2);(26,2);(27,2);(28,2);(29,4);(30,1);(31,2);(32,2);(33,5);(34,2);(35,1);(36,1);(37,3);(38,2);(39,3);(40,1);
370;7;3;7;3;5;19;10;21;8;20;1;0;1;0;0;85.44240881721896;0;(1,3);(2,2);(3,5);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,1);(13,2);(14,5);(15,2);(16,2);(17,1);(18,2);(19,2);(20,4);(21,4);(22,2);(23,3);(24,2);(25,2);(26,2);(27,2);(28,2);(29,4);(30,1);(31,2);(32,2);(33,5);(34,2);(35,1);(36,1);(37,3);(38,2);(39,3);(40,1);
380;7;1;7;1;5;20;11;20;11;20;1;0;1;0;0;87.71187924655499;0;(1,3);(2,2);(3,5);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,1);(13,2);(14,5);(15,2);(16,2);(17,1);(18,2);(19,2);(20,4);(21,4);(22,2);(23,3);(24,2);(25,2);(26,2);(27,2);(28,2);(29,4);(30,2);(31,2);(32,2);(33,5);(34,2);(35,1);(36,2);(37,3);(38,2);(39,3);(40,1);
390;6;2;6;2;4;18;13;20;11;21;1;0;1;0;0;89.80100628205965;0;(1,3);(2,2);(3,5);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,1);(13,2);(14,5);(15,2);(16,2);(17,1);(18,2);(19,2);(20,4);(21,4);(22,2);(23,3);(24,2);(25,2);(26,2);(27,2);(28,2);(29,4);(30,2);(31,2);(32,2);(33,5);(34,2);(35,1);(36,2);(37,3);(38,2);(39,3);(40,1);
400;5;3;5;3;3;24;7;23;8;22;1;0;1;0;0;92.36825712455244;0;(1,3);(2,2);(3,5);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,1);(13,2);(14,5);(15,2);(16,2);(17,1);(18,2);(19,2);(20,4);(21,4);(22,2);(23,3);(24,2);(25,2);(26,2);(27,2);(28,2);(29,4);(30,2);(31,2);(32,2);(33,5);(34,2);(35,1);(36,2);(37,3);(38,2);(39,3);(40,1);
410;5;3;5;3;3;21;10;22;9;22;1;0;1;0;0;94.86099498267306;0;(1,3);(2,2);(3,5);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,1);(13,2);(14,5);(15,2);(16,2);(17,1);(18,2);(19,2);(20,4);(21,4);(22,2);(23,3);(24,2);(25,2);(26,2);(27,2);(28,2);(29,4);(30,2);(31,2);(32,2);(33,5);(34,2);(35,1);(36,2);(37,3);(38,2);(39,3);(40,1);
420;5;2;5;2;3;24;8;22;10;22;1;0;1;0;0;97.59182398260775;0;(1,3);(2,2);(3,5);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,2);(13,2);(14,5);(15,2);(16,2);(17,1);(18,2);(19,2);(20,4);(21,4);(22,2);(23,3);(24,2);(25,2);(26,2);(27,2);(28,2);(29,4);(30,2);(31,2);(32,2);(33,5);(34,2);(35,1);(36,2);(37,3);(38,2);(39,3);(40,1);
430;5;2;5;2;3;21;11;23;9;22;1;0;1;0;0;99.75290023355844;0;(1,3);(2,2);(3,5);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,2);(13,2);(14,5);(15,2);(16,2);(17,1);(18,2);(19,2);(20,4);(21,4);(22,2);(23,3);(24,2);(25,2);(26,2);(27,2);(28,2);(29,4);(30,2);(31,2);(32,2);(33,5);(34,2);(35,1);(36,2);(37,3);(38,2);(39,3);(40,1);
440;5;1;5;1;3;24;9;23;10;22;1;0;1;0;0;102.04750151265843;0;(1,3);(2,2);(3,5);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,2);(13,2);(14,5);(15,2);(16,2);(17,1);(18,2);(19,2);(20,4);(21,4);(22,2);(23,3);(24,2);(25,2);(26,2);(27,2);(28,2);(29,4);(30,2);(31,2);(32,2);(33,5);(34,2);(35,1);(36,2);(37,3);(38,2);(39,3);(40,2);
450;5;1;5;1;3;24;9;23;10;22;1;0;1;0;0;104.07874676733533;0;(1,3);(2,2);(3,5);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,2);(13,2);(14,5);(15,2);(16,2);(17,1);(18,2);(19,2);(20,4);(21,4);(22,2);(23,3);(24,2);(25,2);(26,2);(27,2);(28,2);(29,4);(30,2);(31,2);(32,2);(33,5);(34,2);(35,1);(36,2);(37,3);(38,2);(39,3);(40,2);
460;5;1;5;1;3;24;9;23;10;22;1;0;1;0;0;106.20489310857023;0;(1,3);(2,2);(3,5);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,2);(13,2);(14,5);(15,2);(16,2);(17,1);(18,2);(19,2);(20,4);(21,4);(22,2);(23,3);(24,2);(25,2);(26,2);(27,2);(28,2);(29,4);(30,2);(31,2);(32,2);(33,5);(34,2);(35,1);(36,2);(37,3);(38,2);(39,3);(40,2);
470;5;0;5;0;3;23;11;22;12;22;1;0;1;0;0;108.69538299387978;0;(1,3);(2,2);(3,5);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,2);(13,2);(14,5);(15,2);(16,2);(17,2);(18,2);(19,2);(20,4);(21,4);(22,2);(23,3);(24,2);(25,2);(26,2);(27,2);(28,2);(29,4);(30,2);(31,2);(32,2);(33,5);(34,2);(35,1);(36,2);(37,3);(38,2);(39,3);(40,2);
480;5;0;5;0;3;23;11;23;11;22;1;0;1;0;0;111.2897215275557;0;(1,3);(2,2);(3,5);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,2);(13,2);(14,5);(15,2);(16,2);(17,2);(18,2);(19,2);(20,4);(21,4);(22,2);(23,3);(24,2);(25,2);(26,2);(27,2);(28,2);(29,4);(30,2);(31,2);(32,2);(33,5);(34,2);(35,1);(36,2);(37,3);(38,2);(39,3);(40,2);
490;4;1;4;1;2;25;9;23;11;23;1;0;1;0;0;113.73812171957807;0;(1,3);(2,2);(3,5);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,2);(13,2);(14,5);(15,2);(16,2);(17,2);(18,2);(19,2);(20,4);(21,4);(22,2);(23,3);(24,2);(25,2);(26,2);(27,2);(28,2);(29,4);(30,2);(31,2);(32,2);(33,5);(34,2);(35,1);(36,2);(37,3);(38,2);(39,3);(40,2);
500;4;1;4;1;7;24;10;23;11;23;1;0;1;0;0;116.09964108710415;0;(1,3);(2,2);(3,5);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,2);(13,2);(14,5);(15,2);(16,2);(17,2);(18,2);(19,2);(20,4);(21,4);(22,2);(23,3);(24,2);(25,2);(26,2);(27,2);(28,2);(29,4);(30,2);(31,2);(32,2);(33,5);(34,2);(35,1);(36,2);(37,3);(38,2);(39,3);(40,2);
510;7;0;8;0;7;23;8;22;8;22;1;1;1;1;1;118.97482637586857;0;(1,3);(2,2);(3,5);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,2);(13,2);(14,5);(15,3);(16,2);(17,3);(18,3);(19,2);(20,4);(21,4);(22,2);(23,3);(24,2);(25,2);(26,2);(27,2);(28,2);(29,5);(30,2);(31,2);(32,2);(33,5);(34,2);(35,2);(36,2);(37,3);(38,2);(39,3);(40,2);
520;7;2;8;1;7;23;6;22;7;22;1;1;1;1;1;121.65994626321451;0;(1,3);(2,2);(3,6);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,2);(13,3);(14,5);(15,3);(16,2);(17,3);(18,3);(19,2);(20,4);(21,4);(22,2);(23,3);(24,2);(25,2);(26,2);(27,2);(28,2);(29,5);(30,2);(31,2);(32,2);(33,5);(34,2);(35,2);(36,2);(37,3);(38,2);(39,3);(40,2);
530;6;4;6;4;6;25;3;24;4;23;2;0;2;0;1;124.21234309280922;0;(1,3);(2,2);(3,6);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,2);(13,3);(14,6);(15,3);(16,2);(17,4);(18,4);(19,2);(20,4);(21,4);(22,3);(23,3);(24,2);(25,2);(26,2);(27,2);(28,2);(29,5);(30,2);(31,2);(32,2);(33,5);(34,2);(35,2);(36,2);(37,3);(38,2);(39,3);(40,2);
540;6;5;6;5;6;23;4;23;3;23;1;1;2;1;1;126.81334334588682;0;(1,3);(2,2);(3,6);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,2);(13,3);(14,6);(15,3);(16,2);(17,4);(18,4);(19,2);(20,4);(21,4);(22,3);(23,3);(24,3);(25,2);(26,2);(27,2);(28,2);(29,5);(30,2);(31,2);(32,2);(33,5);(34,2);(35,2);(36,2);(37,3);(38,2);(39,3);(40,2);
550;7;3;7;3;6;24;3;23;4;23;2;1;2;1;1;129.49688909341586;0;(1,3);(2,2);(3,6);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,2);(13,3);(14,7);(15,3);(16,2);(17,5);(18,4);(19,2);(20,4);(21,4);(22,3);(23,3);(24,4);(25,2);(26,2);(27,2);(28,2);(29,5);(30,2);(31,2);(32,2);(33,5);(34,2);(35,2);(36,2);(37,3);(38,2);(39,3);(40,2);
560;7;3;7;3;6;25;3;24;4;23;1;1;1;1;1;132.05643918234168;0;(1,3);(2,2);(3,7);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,2);(13,3);(14,7);(15,3);(16,2);(17,6);(18,4);(19,2);(20,4);(21,4);(22,3);(23,3);(24,4);(25,2);(26,2);(27,2);(28,2);(29,5);(30,2);(31,2);(32,2);(33,5);(34,2);(35,2);(36,2);(37,3);(38,2);(39,3);(40,2);
570;4;6;4;6;5;26;2;24;4;24;1;1;1;1;1;134.71654951569212;0;(1,3);(2,2);(3,7);(4,2);(5,1);(6,2);(7,5);(8,2);(9,2);(10,2);(11,4);(12,2);(13,3);(14,8);(15,3);(16,2);(17,6);(18,5);(19,2);(20,4);(21,4);(22,3);(23,3);(24,5);(25,2);(26,2);(27,2);(28,2);(29,5);(30,2);(31,2);(32,2);(33,5);(34,2);(35,2);(36,2);(37,3);(38,2);(39,4);(40,2);
